"text","toss","non_comp","coder1nonc","coder2nonc"
"🧵Thread🧵

Today we saw the birth &amp; death of a coronavirus news cycle suggesting - contrary to common sense - that the Biden Admin had to “start from scratch” on a vaccine rollout since the Trump Admin had done nothing.

Curious who bought the spin? I’ve got some thoughts👇",NA,0,0,0
"OMG! Who did this?!?! Best 2 minutes of your day, week, month, maybe year. 

#WearAMask #SleepingBeauty #COVID19 #Masks #MasksSaveLives https://t.co/ArgUIL77B3",NA,0,0,0
"@realDonaldTrump @FLOTUS Trump went to a fundraiser earlier today even though they knew Hicks tested positive the night before. How many people did he infect because he didn't follow CDC guidelines and self-quarantine?",NA,0,0,0
"My *hunch* is that the number of fatalities and injuries from the current coronavirus vaccine rollout is ALREADY greater than the number of injuries that led to the permanent suspension of the disastrous swine flu vaccination campaign in 1976. @the_Arkivist will know?",NA,1,1,1
"🇩🇪🇺🇸 The vaccine is the product of a German-American partnership. Germany’s BioNTech, founded by two children of Turkish immigrants, partnered with America’s Pfizer, led by a Greek-born CEO, to produce the coronavirus vaccine. Glad to help. https://t.co/ebbmtVyK8p",NA,0,0,0
"@KimReynoldsIA 
The CDC, the @POTUS, pretty much anyone with an IQ above 90, says DON'T stop mask. DON'T let up now. 
Why, then, are you removing the mask mandate? The gathering limitations? Are you a) that cruel b) that callous  c) that stupid d) all of the above? #QovidQueenQim",NA,0,0,0
"Trumps Regeneron treatment cost $1.5 million. Paid for by the government. 
He paid $750 in taxes.

I had Covid and was told to stay home for two weeks...and good luck.
I paid over $15,000 in taxes.",NA,0,0,0
"ALWAYS WEAR A MASK! 😷
PRAY TO GOD EVERY DAY 🇺🇸🙏🏻
HAVE FAITH &amp; HOPE &amp; BELIEVE🙏🏻
WASH YOUR HANDS! 🤲🏻
SOCIAL DISTANCE! 👩🏻‍🤝‍👨🏼❌ 🇺🇸
BE SAFE EVEN WITH FAMILY 👨‍👩‍👧‍👦
BELIEVE IN SCIENCE 🧪 https://t.co/mKzDQAwjLu",NA,0,0,0
"""Fact checks on the United States' COVID vaccine timeline expose how outlets like NBC, The New York Times, and The Washington Post are willing to attack American aspirations to score political points.""

https://t.co/PEULHYMD0f",NA,0,0,0
"The Senate chamber falls silent as Sherrod Brown (D-Ohio) tells Rand Paul (R-Ky.) to wear a mask:

“I would like to ask Sen. Paul in front of everybody to start wearing a mask…I wish Sen. Paul would show the respect to his colleagues to wear a mask when he’s on the Senate floor"" https://t.co/Kv5jYtMgqY",NA,0,0,0
"Rand Paul says if you get vaccinated you don't have to wear a mask.

Rand Paul is WRONG.
Rand Paul is not a real doctor.
Rand Paul IS a real asshole.

Don't be like Rand Paul.",NA,0,0,1
"The media is going to lie about the nominee like they lied about the virus like they lied about collusion like they lied about the lockdowns like they lied about impeachment like they lied about Ukraine like they lied about Flynn like they liked about Kavanaugh like they lied...",NA,1,1,1
"Australian Lawmaker: If Not for the ‘Wuhan Flu’ Trump Would Have ‘Won in a Landslide’ https://t.co/3SvhDCfpL8",NA,0,0,0
"COVID relief package:

•$600 stimulus per person based on income.
•$300 weekly federal unemployment insurance bonus.
•$284B in loans for struggling biz/vax distribution.
•$82B in funding for colleges &amp; schools. 
•$25B in rental assistance &amp; eviction moratorium extension. 1/2",NA,0,0,0
"And Reality Winner remains silenced, imprisoned and under COVID lockdown. Can you believe an entire election cycle has come and gone and this young Veteran is still being tortured? 

The Trump DOJ has been fighting Reality’s Compassionate Release. Hoping she can hang on... https://t.co/OBL7HZP1Gh",NA,0,0,0
"It didn’t have to be this way.

But now we must live with the enormous and unimaginable loss. Americans will carry this collective grief for decades.

In honor of all the lives cut tragically, needlessly short:

Wear a mask. Social distance. Stay home and stay safe.

And vote. https://t.co/PPchXoOj8u",NA,0,0,0
"Los Angeles California and every 5 minutes someone is dying of covid the hospitals are overwhelmed and our doctors and nurses are exhausted It didn’t have to be this way and pushing the taking away freedom narrative is actually killing people Wear a mask in all public places.",NA,0,0,0
"The annual flu death toll has ranged between 12,000 and 61,000 since 2010, according to CDC estimates.

Pres. Trump also told Bob Woodward earlier this year that coronavirus is ""more deadly than even your strenuous flu."" https://t.co/jSzuDCta2i https://t.co/NpU32Fb4cf",NA,0,0,0
"@AndrewYang has released his #COVID plan for NYC. It's basically a 3-parter

-Make the vaccine accessible
-Make sure everyone knows how to get it
-Make it easy for people to prove that they've been vaccinated.

Read on for more detail! 🧵
https://t.co/9xQvclq9Hh",NA,0,0,0
"Last night I learned that we are facing a critical shortage of nitrile gloves. 🧤

Apparently 17 factories that produce gloves have shut down recently due to COVID19.

How is possible that in 9 months we’ve developed multiple vaccines but we can’t manage to produce PPE? #getUsPPE",NA,0,0,0
"#Kentucky #Covid19 New#’s

776 New cases😷

81,691 Total cases

1,706,551 Total tested

4.59 Positivity rate 

14 New losses to Covid19
💚💚💚💚💚💚💚💚💚💚💚💚💚💚

1,269 Kentuckians lost to Covid19😢

170/90 ICU/Vent🙏🏻

TBA/TBA Children 5/18yrs younger
Youngest TBA

#MaskUpKY",NA,0,0,0
"Trump knew in February. 
He knew that COVID-19 passes through the air.
He knew it is deadlier than the flu.
He knew it is dangerous to more than just our elderly and vulnerable.

He purposely downplayed the pandemic. And now, 190,000 Americans are dead.",NA,0,0,0
"Arrests made as anti-lockdown protesters march in #London, defying police warning to obey #Covid19 restrictions

https://t.co/2F9ZheJRgk https://t.co/UHRH66elrk",NA,1,1,1
"I am opposed to widespread lockdowns, but I’m even more opposed to some of the defiance of common sense I’m seeing these days. It’s quite possible to live a somewhat free and normal life without being an inconsiderate dickhead.",NA,1,0,1
"@TheLennyBruce @MollyJongFast Oh yes, down here they are packed. Nothing is closed here. They may restrict how many people can go in a store or request you wear a mask, but they are all open here.",NA,0,0,0
"Tomorrow is the first day of Early Voting! Make a plan to vote by looking up your nearest polling location and what times they’re open. Wear a mask and try to go when the lines are short. For more information, go to https://t.co/h9Ev6ujLpS https://t.co/saQFCtltXa",NA,0,0,0
"Cuomo plans to end New York's lockdown.

Lori Lightfoot plans to open Chicago restaurants.

With Joe Biden’s inauguration days away, proves the shutdowns were POLITICAL! 

But now PERMANENT for many small businesses.",NA,1,1,1
"NEW: Biden’s team will retire the name ""Operation Warp Speed"" and embed the program into a larger ""COVID Response"" effort as they shift focus to vaccine administration. (And also because they are not running the Government like 10-year-old boys.)",NA,0,0,0
"In the newly released  CDC report they found that 70.6% of the test subjects had been wearing masks ALWAYS for 14 days prior to testing positive.
Source: https://t.co/JDcyG2kcwO

Here is the 70.6% figure in the report. https://t.co/986sfORG27",NA,1,1,1
"They knew mail-in ballots would cause this shit show.  It was all about that coronavirus thing that no one has mentioned for three days. I guess mail-in ballots were the real vaccine.",NA,1,1,0
"New York, California, Illinois, etc. -- all the big Democrat lockdown states -- are lifting their lockdowns now that Trump is gone. That's all it was about.

Canada's public health officials just mimicked the Democrats, who mimicked @WHO.

Since they're dropping the act, can we?",NA,1,1,1
"While many Americans are in medical centers or quarantine, VP Pence, chief of President’s Covid-19 task force, has reportedly had himself flown from DC to Vail skiing resort in Colorado for vacation.",NA,0,0,0
"@USitzpinkler Take a look at the graphs..... for all the things that we've talked about i cannot for the life of me figure out why flu passes through a mask..... but corona virus does not despite being the same size.

I've asked nurses and biologists, no answers.....

https://t.co/phtkXaTxEa",NA,1,1,1
"Fauci hinted that mandatory COVID vaccines will happen in the near future

If you choose not to get vaccinated, the government could deny you access to travel and events

Your kids may not even be allowed in school

It’s like we live in Communist Russia

https://t.co/uUOJGiyu3R",NA,1,1,1
"Why did an active COVID patient just remove his mask before walking indoors into the White House?",NA,0,0,0
"@justin_hart There will be no lockdowns other than those done by certain Democrat governors!",NA,1,1,1
"Lockdown has reduced my booty calls by 100%",NA,0,0,0
"Pretty much complete FUBAR on the vaccine delivery and rollout by Trump WH. 

Promising to release reserve vaccines that don’t even exist is even worse. 

All this after they turned down 100 mil extra doses from Pfizer earlier as well. 

#COVID19 is winning. We are not. https://t.co/3YDRWtdpRL",NA,0,0,0
"@kamenta @ConorLambPA @SeanParnellUSA Parnell yucking it up maskless at Trump's Covid rally again today.",NA,0,0,0
"NEWS

New York Young Republican Club Backs Jewish Protesters Who are Standing Up to New York’s Tough Lockdown Policies

TRUMP2020
KEEP AMERICA GREAT 🇺🇲

https://t.co/JNHykBhKon",NA,1,1,1
"For several weeks I’ve been lectured about not seeing my family on Thanksgiving.

Why haven’t I been told to stay home from Walmart, Target, and Best Buy on Black Friday?",NA,0,1,0
"I gave my dogs vet sanctioned chewies. Now they smell like Andes Chocolates &amp; I can’t stop “kissing” their cheeks. #QuarantineLife https://t.co/GI32076aRh",NA,0,0,0
"@resistwithEllen @AmlongJudyann @Robthefrosty @GeraldW44206008 @Brindlepooch @book960 @ArasAroyan @Rubicon1313 @jolia_pati @ResisterChic @HLStockenstrom @HibaWants @KathleenRMC1 @seacreaturemama @noah_nonsense @suzyq8825 @pixie_gates @Eliz2Vargas @greger_mary @Rosie_wearamask @FreeMe_YES @IndieAgitator @LocolopezNYC @Biden_Army @leonresists @Djangomydog @lmakowski3 @glennkirschner2 @SueisStaying @PlumptyTrumpty @katibug817 @BrenSumner @WordsDawn @PattyCross2160 @cris_n3wy @PapaPorter1 @xtraferocity @doxie53 @Peatches66 @zelda229 @56blackcat @bogdanoffelaine @davidmweissman @WaterDean @Effy_Got_banned @ConfedofLunches @Starscream35 @iDGRic @Aprylsmithts @trudygonzales Thanks! 😊 I uploaded the new chapter. I did some changes from my draft. I typed 1,155 words. For the part where it says 5555, that is the Thai equivalent to LOL in our Language. And 555555, is LMAO. I think I should draft every time I update now. https://t.co/6V5kolY493",NA,0,0,0
"Sikh people have shaved their beards to better wear masks. First Nations people have modified sacred, millennia-old rituals to be safe for covid. but tell some honkies they can't go to the Super Bowl and THAT'S somehow culturally damaging",NA,0,0,0
"Sen. Sherrod Brown calls out Rand Paul: ""I would like to ask Sen. Paul in front of everybody to start wearing a mask on the Senate floor, like the entire staff does … I wish Sen. Paul would show the respect to his colleagues to wear a mask when he’s on the Senate floor.""",NA,0,0,0
"Trump said at the last debate that the military will distribute a COVID-19 vaccine. Today he fired his @DeptofDefense Secretary. I want to know what’s going on at the Pentagon and make sure that Trump’s actions aren’t jeopardizing our pandemic response. https://t.co/RTTDJX5tQp",NA,0,0,0
"NEW: In statement and in interview, @GovChristie says he was ""wrong"" not to wear masks at White House, urges people to take the virus seriously and follow CDC guidelines in public https://t.co/rL5vc2Eurh",NA,0,0,0
"@Newsweek So @TheDemocrats just promoted lockdowns to kill the economy and get rid of Trump? And exert their power over the population? I don’t think they will give that power up. Absolute power corrupts absolutely.",NA,1,1,1
"ALSO TONIGHT...

New video on MSC ruling from @GovWhitmer:

“As a result of the Court and the legislature’s action, our COVID-19 cases will very likely go up. There will be uncertainty, disruption &amp; possibly greater risk to our economy, more people quarantined, and more deaths.” https://t.co/CBnCanKq8m",NA,0,0,0
"""Anybody who contracts the virus by essentially saying, 'masks don't matter, social distancing doesn't matter,' I think is responsible for what happens to them,"" Joe Biden said regarding Trump.",NA,0,0,0
"People who call for harder lockdowns and harsher restrictions whilst also complaining about rising unemployment and economic downturn are absolute scumbags.",NA,1,1,1
"Unfortunately, the spread of #COVID19 is rising in nearly every state, regardless of if they have mask mandates in place. Here in South Dakota, we’re focusing on solutions that DO good, not on responses that FEEL good. https://t.co/3JD2N4YTch",NA,0,0,0
"FACT: the vast majority of health, emotional, physical, psychological and financial hardships now faced by citizens are not due to COVID19, but are rather due to the ongoing catastrophic lockdowns, restrictions and policies imposed by our unaccountable and irrational governments.",NA,1,1,1
"Joe Biden:

“The reason I was able to stay home was because some black woman was able to stock the grocery shelf.”

Just so we're clear—the media is more upset at the fact that Donald Trump is healthy than they are at Joe Biden for making ANOTHER blatantly racist comment.",NA,0,0,0
"Looking at the progress @POTUS @JoeBiden is making with COVID and vaccines is great news for America.  How awful that the last administration chose to let Americans die and do nothing.  The competence of the Biden Administration only proves it never needed to get this bad.",NA,0,0,0
"Quit saying ""This isn't who we are!""

IT OBVIOUSLY IS

All of you ELITES that live your comfy-cozy lives while trampling our RIGHTS are to blame. You need to go into LOCKDOWN and feel what we've been feeling.",NA,1,1,1
"Today, I am announcing an exciting new ""Find My Vaccine"" tool on our COVID dashboard to help all Kansans: 
1⃣ Look up nearby COVID vaccine locations,
2⃣ Identify which locations have received vaccine doses,
3⃣ Access contact information for providers.
https://t.co/eCpI4yViRU https://t.co/zLNMvUetbl",NA,0,0,0
"Remember, those who are shutting down our economy haven't missed a paycheck since lockdown began. We are not in this together.",NA,1,1,1
"People in 130 countries have not yet received a single dose of Covid vaccine. The sooner we expand access to vaccines, the sooner we can end the pandemic.",NA,0,0,0
"For the first time ever—French drugmaker Sanofi helps a rival—agrees to produce &gt;125 million doses of BioNTech and Pfizer's #COVID19 vaccine for the EU. It will lend its production facilities in a highly unusual collaboration.

Wow, quite a gesture.
 https://t.co/WZuLeJAoiL",NA,0,0,0
"🙋‍♂️Raise your hand if you are absolutely Livid that Trump KNEW that coronavirus was 5x deadlier than the flu and Lied about it from the very fcking beginning.",NA,0,0,0
"Why should Californians allow Democrats to lock their state down, cancel their Thanksgiving, and close their churches when their Senator refuses to even wear a mask while she’s in Washington?

 https://t.co/phMNa8o5eD",NA,1,1,1
"JUST IN: Pfizer's Covid vaccine stopped 89.4% of transmission in Israel, the first real-world sign that immunization will curb the spread of coronavirus https://t.co/8dswCcFo65 https://t.co/yXRwe2i0SQ",NA,0,0,0
"@GhostEsq Apparently everybody over there had some special flu and now they’re immune to COVID, that’s why lockdowns and masks are pointless for the rest of us",NA,1,1,0
"I’m sitting here thinking how incredible it is we have not one but two Covid vaccines literally around the corner. President Trump eliminated endless red tape and withstood severe criticism to find a solution in record time. It is extremely impressive!",NA,0,0,0
"Fact: @realDonaldTrump refused to debate @JoeBiden. 
@LindseyGrahamSC refused to take a mandated Covid19 test and backed out of a debate with @harrisonjaime. 
@DevinNunes is just refusing to debate. 
Fact: When you’re in an indefensible position, YOU RUN AWAY. #RepublicanCowards",NA,0,0,0
"Women Pose As 'Grannies' In Foiled Plot To Get COVID-19 Vaccine : Coronavirus Updates 

https://t.co/bRQo1LPn6X",NA,0,0,0
"The Papadopoulos house won’t be in lockdown for thanksgiving. Neither should yours. This is America",NA,1,1,1
"@TheRealHoarse My dad had his first COVID vaccine today.",NA,0,0,0
"Now *this* is presidential:

Former Presidents Barack Obama, George W. Bush and Bill Clinton are volunteering to get their Covid-19 vaccines on camera to promote public confidence in the vaccine's safety.

From @jamiegangel:

https://t.co/yUCmt34gPu",NA,0,0,0
"Here’s a powerful scene from the @blackishabc season premiere. 

Please social distance. Wear a mask. Be a good teammate...https://t.co/iosnwNdsxa",NA,0,0,0
"Per @GovRonDeSantis there will NOT be forced mandated COVID vaccination in FL.",NA,0,1,0
"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!",NA,0,0,0
"Covid-19 has weakened with herd exposure, as most rapidly-mutating RNA viruses do. Your chances of dying of coronavirus at this point are about the same as your chances of dying of the flu, but let’s keep talking about how masks are saving lives. 🙄",NA,1,1,1
"On my morning drive to work it occurred to me the only thing I heard Biden say he was going to actually do...is take away our tax cuts and shut down the nation again because of the China virus.",NA,1,1,1
"Covid-19 has turned fear into a virtue. Those who are afraid believe they are morally superior to those who are not afraid. They worship fear, beg for lockdowns, get in the face of those who do not wear mask, and look for ways to multiply their fear because fear is their virtue.",NA,1,1,1
"“Wear a mask even if you’re vaccinated” we knew this was coming https://t.co/HQ7ZG1qEE2",NA,0,1,0
"@CNNPR @kirstiealley Why? Pretty obvious you’re wrong! Sweden, no masks and no lockdowns. If you were a real news network you would report how lockdowns only prolonged the virus. https://t.co/VchRD46IBJ",NA,1,1,1
"'No, no.': Mexican president rejects mask-wearing after COVID-19 recovery https://t.co/n5QUMBuKFk a través de @Yahoo",NA,1,1,1
"Ron DeSantis has pledged to NOT lock down Florida again

He’s a leader with courage. God bless Ron!",NA,1,1,1
"Tomorrow, we will cross 300,000 deaths in US from COVID-19

In January, we will pass 400,000 deaths.

Those deaths will come from infections that have already happened or will this week

Challenge is to stop spread before 500K deaths

Vaccines will help. But we can, must do more",NA,0,0,0
"@QuinnLeone4 @pranster @MarthaVotesBlue @maartenvda @coralgableswang @Urtoez75_2 @MichaelChrisLA @TheOCBeaches @hank_ering @VampireKat @JennyWearAMask @oliwymom @azgrl007 @AndersIwie @ava_unity @let_america @RhondaResisting @MimiBme919 @mousekerdoodle @xSamBob @jillmcmullon @Gemini21BLM @Amberdev4real @juliepanther16 @ATrumpest How are you?",NA,0,0,0
"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself. Open up your states, Democrat governors. Open up New York. A long battle, but they finally did the right thing!",NA,1,1,1
"Today, Kamala Harris and Doug Emhoff will receive the COVID-19 vaccine.",NA,0,0,0
"Breaking News: The White House is said to have blocked a CDC effort to require face coverings on airplanes, trains, buses and in travel hubs. https://t.co/FxFgtdQVQv",NA,0,0,1
"Joe Biden is promising to delay the vaccine and turn America into a prison state—locking you in your home while letting far-left rioters roam free. The Biden Lockdown will mean no school, no graduations, no weddings, no Thanksgiving, no Christmas, no Fourth of July, and...",NA,1,1,1
"According to Speaker Pelosi, healthy Americans must wear masks, close their small businesses, and stay home at all times.

But a Democrat who tested positive for COVID-19 can travel to DC, vote on the House floor, and is deemed “essential” just to keep Nancy Pelosi in power.",NA,1,1,1
"Thnks everyone for all the Bday wishes and the follows!You all helped to make my birthday great. I also was able to get my covid vaccine today since I turned 65.Will follow back tomorrow if I didn't already https://t.co/WCVMGz3OoG",NA,0,0,0
"Got my 2nd dose of the COVID vaccine today 😊💪🏾",NA,0,0,0
"@VoLinxx @joncoopertweets I always wear a mask whenever I leave the house. Walking the dog, taking out the garbage and in the car.",NA,0,0,0
"Let this injustice sink in—

Just 10 wealthy countries have monopolized 75% of all vaccinations delivered worldwide. 

Now the United Nations has sharply criticized developed countries for hogging #COVID19 vaccines and called for global sharing. https://t.co/RE88kVGwPd",NA,0,0,0
"@sam_vinograd @ani79777 Trump having the coronavirus doesn’t change anything for us. Keep registering to vote &amp; voting in droves

Register
Vote EARLY-Straight BLUE
Return ballot ASAP
In person: mask, distance, face shield, sanitizer...

@KamalaHarris keep your distance FAR from Pence during the debate!",NA,0,0,0
"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. Not as a political statement, but as a patriotic duty. https://t.co/0Uayw4sAs7",NA,0,0,0
"I remember when Biden failed to stop the Spanish Flu pandemic of 1918. He can’t run from that! https://t.co/itR3ISLAFF",NA,0,0,0
"@wkyc Yes!  Especially to places like the mall and grocery stores, not only have I avoided covid so far but I also haven't had a cold since I started wearing a mask when outside my home.",NA,0,0,0
"The Pfizer CEO and the company executives should be the first ones to take the Covid-19 vaccine. Put your money where your mouth is and prove it is safe https://t.co/M0I3lAIWkb",NA,1,1,0
"My grandmother learned yesterday she tested positive for #COVID19. She’s survived melanoma, breast cancer, &amp; uterine cancer. I know she’s strong, but I’m scared. And it’s people like her that are hurt most by the incompetence at the highest levels of our govt. Wear a mask. VOTE.",NA,0,0,0
"@realDonaldTrump The American people are focused on:

✅ National Covid Plan with mask mandate 
✅ Retain ACA until Covid subsides
✅ Immediate stimulus plan that only provides money to the people, no WH improvements, no defense money etc
Nothing else. Zero

It is your job to provide",NA,0,0,0
"Want to end the pandemic? 

Lets marshal global manufacturing effort to make lots of vaccine quickly

And vaccinate everyone

Because large outbreaks anywhere can give rise to variants that can escape vaccines everywhere

At the end of the day, we really are in this together

Fin",NA,0,0,0
"@BillJLibrary @yeldarb1983 @Timcast @Twitter @jack Since Trump turned Texas purple maybe you can go see Kamala this Friday.

Unfortunately, unlike Trumps super spreader events, they limit the number who can attend and you must wear a mask. 

https://t.co/POlB2lV0qw",NA,0,0,0
"The P1 covid variant is in the U.S. We need a national lockdown. Break the filibuster. Get people monthly checks. Shut everything down. Grocery pickup only. Anyone still working gets vaccinated first and hazard pay. Nothing should be open. Nothing.",NA,0,0,0
"President Biden will formally reinstate COVID-19 travel restrictions on non-U.S. travelers from Brazil, Ireland, the United Kingdom and 26 other European countries...

What a bigoted racist am I right?!",NA,0,0,0
"Today we are reporting over 300 deaths from COVID-19. Every single death is an individual who was loved by someone and will be missed. They are our family members, friends, neighbors. Please stay home, wear your face covering and don't gather with people outside your home.",NA,0,0,0
"Here’s full interview I did today with @glennbeck @StuDoesAmerica about RBG situation &amp; mask mandates. 

I explain in detail how masks are going to be used by the lockdown crowd to ignore the impact of herd immunity &amp; their own possibly catastrophic error. https://t.co/jxnCaqp0x8",NA,1,1,1
"Yesterday, I met with some of our nation's top experts to discuss how we distribute a safe and effective COVID-19 vaccine. If I win this election, I know that there won't be a minute to waste. I'll get to work on day one implementing an effective distribution plan. https://t.co/GfgSnBwjTQ",NA,0,0,0
"At what point do elected officials who refuse to mandate mask wearing during a pandemic that will has killed almost half a million Americans become criminally liable?",NA,0,0,0
"Um. One of the largest medical systems in the U.S. will NOT require its 89K employees to get the Covid vaccine due to ""general uncertainty"" around such a new treatment.
https://t.co/MSXmEXffRu",NA,0,1,0
"Stop spreading fear.

Only 8% of South Dakota’s hospital beds are occupied by COVID patients. We have and will continue to manage our resources to care for the people who need help.

The people of South Dakota have accomplished this WITHOUT draconian lockdowns. #FactsNotFear https://t.co/VIUPmMPaSm",NA,1,1,1
"@Urtoez75_2 @ATrumpest @JennyWearAMask @hank_ering @let_america @RhondaResisting @pranster @catsequalneko @VampireKat @maartenvda @MarthaVotesBlue @thewfh @jodispissed8645 @Peatches66 @coralgableswang @Cheech69670973 @erin_hartigan4 @QuinnLeone4 @GreenEyedWMN @ChartreuseLoose @xSamBob @MichaelChrisLA @fliptotheMFflop @azgrl007 @ava_unity @oliwymom @AndersIwie @MimiBme919 @mousekerdoodle @jillmcmullon @Gemini21BLM @WolfWolfBlue2 @juliepanther16 @DianeTippy @Amberdev4real @bunnykittenpupp Is she playing tennis during lockdown? Looks intense. 😂",NA,0,0,0
"@GovofCO do something!! You’re acting like Trump ignoring this pandemic and refusing to shut down! https://t.co/S7hLDqN6NZ",NA,0,0,0
"The masks like the one in my video are used to reduce DROPLET not AIRBORNE transmission. N95s do the latter, but they have to be rigorously fit tested to work and we cannot do that (nor have supply) for everyone.
/5",NA,0,1,0
"There’s only one candidate who truly trusts science: Joe Biden. #wearamask https://t.co/7H3GoTuBJ1",NA,0,0,0
"St. Louis, we've moved offices. Here are the office rules: 
• Lead with radical love 
• Do the people’s work 
• Begin with those who have the least 
• Wear a mask 
• And last but not least, dogs are allowed! https://t.co/sABz1GaYLI",NA,0,0,0
"Like Elvis Presley, who got the polio vaccine on Ed Sullivan show in 1956, @StephenAtHome ""invites former presidents Obama, Clinton and Bush to demonstrate their confidence in the Covid-19 vaccine by getting their inoculations LIVE on @colbertlateshow.""

https://t.co/QQqayPa7lE https://t.co/cqBicF5YNF",NA,0,0,0
"if President-elect Joe Biden needs evidence as to the contributions of immigrants, he should look no further than the scientists behind the covid-19 vaccines, or the daughter of a bookkeeper. https://t.co/Medm9vjTf4",NA,0,0,0
"28 years old, OB-GYN resident, caught COVID while on an ER rotation. Heartbreaking. 

Honor her: WEAR A MASK. And VOTE. https://t.co/2Xq7jXq8Yj",NA,0,0,0
"Today, FDA issued an emergency use authorization (EUA) for the second vaccine for the prevention of #COVID19 caused by SARS-CoV-2. The emergency use authorization allows the vaccine to be distributed in the U.S for use in individuals 18 years and older. https://t.co/w4BQVg0n2G https://t.co/cw5JwYqxsh",NA,0,0,0
"As we enter the “live testing” 
phase of the COVID vaccine...
What is next?!
👇👇👇👇
https://t.co/1iOMlB6KK3",NA,0,0,0
"23 die in Norway after receiving Pfizer COVID-19 vaccine: officials https://t.co/eBxbZqKrZC https://t.co/fOIEn0kkdl",NA,1,1,0
".
🧬 VIRUS FRAUD - FREDO BUSTED w/o MASK AGAIN

Eyewitnesses Confirm Fraud Mask Lecturer Fredo Cuomo was in Violation of 2 Pillars of COVID (No Mask, No Distancing) at NY Club
- ""It's a Double Standard - Acting Like He was the Mayor of the Joint.""

.
https://t.co/ustZwZGEtr",NA,1,1,1
"Meanwhile, in NZ people were paid to stay home, taxpayers footed the bill for managed isolation facilities and we have #ZeroCovid cases. Economy recovering. Life almost normal at Level 1 while we wait for vaccine. US had the resources to do this &amp; still can. https://t.co/hrfAwOmRMW",NA,0,0,0
"Canadian Politician leaks New Covid Lockdown Plan. 
""The Great Reset""
👉Dictatorship @realDonaldTrump @FLOTUS @RudyGiuliani @RandPaul @Jim_Jordan https://t.co/dokYRIoNft https://t.co/gs38vUWHhz",NA,1,1,1
"Vice President Mike Pence says ""only in America"" could a COVID-19 vaccine be created in under a year, describing a vaccine that was co-developed by a German company and is already approved for use in the UK.",NA,0,0,0
"Washington, DC hypocrisy. 

@SenBooker asks to submit a formal letter appealing for greater Covid 19 protections for the Senate confirmation hearings of ACB - Senator Booker makes his appeal while NOT wearing a mask.",NA,1,1,1
"The vaccine shortage doesn't need to exist. Pfizer and Moderna could share their design with the dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.",NA,0,0,0
"Covid Vaccines Work. They Likely Also Reduce Transmission https://t.co/wV11KV7spP",NA,0,0,0
"@PlumptyTrumpty @Starscream35 @SueisStaying @Dadilicious2 @IndieAgitator @WordsDawn @ButtersKatz @zimraniaxy @cris_n3wy @drodvik52 @Djangomydog @seacreaturemama @MauraRolls @Rosie_wearamask @s_twitmo @LocolopezNYC Thank you PT! Done!☑️❤️👊🏽😊 https://t.co/54ImjNzEfg",NA,0,0,0
"“Underwood was escorted to an undisclosed location... crammed full of Republicans who refused to put on masks. It was “the most direct superspreader exposure I had ever been in,” says Underwood. “After all those months of being so careful with COVID...” https://t.co/Lm65ArjiUa",NA,0,0,0
"@TheRealHoarse Darwin awards are gonna have to do an honorable mentions category just for folks who wouldn’t wear a mask and died of COVID-19.",NA,0,0,0
"WEAR A MASK. WEAR. A. MASK. WEAR IT. https://t.co/MRSdyAlXr4",NA,0,0,0
"If you do, please use a condom. Protects you and your partner(s). Just like a mask, social distance and washing your hands do with #covid19. 
#MaskUp https://t.co/8MyVpQO9bY",NA,0,0,0
"How can you be pro life but unwilling to wear a mask ??",NA,0,0,0
"No Covid denying politician should get a vaccine before every Dr, nurse, hospital worker, EMT, cop, fire fighter, teacher, supermarket worker, pharmacy worker, food-chain worker, book store worker who has to deal with abusive no mask a-holes &amp; many others @senatemajldr",NA,0,0,0
"What a disaster.  My God. There needs to be a full investigation into how terrible ⁦@NYGovCuomo⁩ handled this too. 

We blew it': NYC's COVID vaccine hubs are ghost town https://t.co/FsJ7oDNmNr",1,0,0,1
"I have literally no words for @SenMikeLee, positive for COVID, sitting in that hearing room without a mask.",NA,0,0,0
"Trump and Republicans held a mask-less, crowded, superspreader event at the White House in order to jam through a Supreme Court justice who may strike down the Affordable Care Act in the middle of a pandemic.  

Doesn’t get more on brand than that.",NA,0,0,0
"Didn't Take Long For The First Vaccine To Kick In 😳
#vaccine #coronavirus #COVID19 #Pfizer #Covid_19 #vaccination https://t.co/fySVRhOLfd",NA,0,0,0
"Despicable. 

After Months of Lockdowns and Stonewalling, Pelosi Calls $600 Direct Payment Checks to Suffering Americans ""Significant"" (VIDEO) via @gatewaypundit https://t.co/d5NevbFfhE",NA,1,1,1
"DEMOCRATS AND REPUBLICANS OF CONSCIENCE: Stay home from any and all trumpian protests on January 6th and January 20th. We won and we don’t need to prove anything. Let them implode in the streets on their own and not take any single one of us down with them.",NA,0,0,0
"The only evidence I can find of a pandemic is the sheep wearing masks, the social distance markers on the floors, and the signs and endless propaganda telling me there is.",NA,1,1,1
